tradedate,close,volume,open,high,low
2020-09-16,205.05,26372460,210.62,210.65,204.64
2020-09-17,202.91,34011260,200.05,204.33,199.96
2020-09-18,200.39,55225330,202.80,203.65,196.25
2020-09-21,202.54,39839660,197.19,202.71,196.38
2020-09-22,207.42,33517070,205.06,208.10,202.08
2020-09-23,200.59,30803780,207.90,208.10,200.03
2020-09-24,203.19,31202490,199.85,205.57,199.20
2020-09-25,207.82,29437310,203.55,209.04,202.54
2020-09-28,209.44,32004940,210.88,212.57,208.06
2020-09-29,207.26,24464470,209.35,210.07,206.81
2020-09-30,210.33,33829090,207.73,211.98,206.54
2020-10-01,212.46,27158420,213.49,213.99,211.32
2020-10-02,206.19,33154780,208.00,210.99,205.54
2020-10-05,210.38,21331560,207.22,210.41,206.98
2020-10-06,205.91,28554260,208.82,210.18,204.82
2020-10-07,209.83,25681050,207.06,210.11,206.72
2020-10-08,210.58,19925840,210.51,211.19,208.32
2020-10-09,215.81,26458050,211.23,215.86,211.23
2020-10-12,221.40,40461370,218.79,223.86,216.81
2020-10-13,222.86,28950840,222.72,225.21,220.43
2020-10-14,220.86,23451710,223.00,224.22,219.13
2020-10-15,219.66,22733060,217.10,220.36,216.01
2020-10-16,219.66,26057880,220.15,222.29,219.32
2020-10-19,214.22,27625840,220.42,222.30,213.72
2020-10-20,214.65,22753510,215.80,217.37,213.09
2020-10-21,214.80,22724910,213.12,216.92,213.12
2020-10-22,214.89,22351450,213.93,216.06,211.70
2020-10-23,216.23,18879610,215.03,216.28,213.16
2020-10-26,210.08,37111560,213.85,216.34,208.10
2020-10-27,213.25,36700330,211.59,214.67,210.33
2020-10-28,202.68,51195590,207.67,208.84,202.10
2020-10-29,204.72,31432560,204.07,207.36,203.37
2020-10-30,202.47,36980110,203.50,204.29,199.62
2020-11-02,202.33,30842160,204.29,205.28,200.12
2020-11-03,206.43,27512030,203.89,208.12,203.12
2020-11-04,216.39,42311780,214.02,218.32,212.42
2020-11-05,223.29,36080140,222.04,224.12,221.15
2020-11-06,223.72,25231900,222.26,224.36,218.03
2020-11-09,218.39,44394950,224.44,228.12,217.88
2020-11-10,211.01,44045120,214.50,216.50,209.72
2020-11-11,216.55,29440790,212.39,218.04,212.20
2020-11-12,215.44,21616120,217.21,219.11,214.46
2020-11-13,216.51,18630310,216.36,217.42,214.16
2020-11-16,217.23,24953340,214.87,217.74,214.52
2020-11-17,214.46,24154110,216.10,217.68,214.08
2020-11-18,211.08,28372790,213.65,215.17,210.93
2020-11-19,212.42,24792750,211.38,213.03,209.93
2020-11-20,210.39,22843120,212.20,213.29,210.00
2020-11-23,210.11,25683510,210.95,212.29,208.16
2020-11-24,213.86,33979730,209.59,214.25,208.86
2020-11-25,213.87,21012890,215.11,215.29,212.46
2020-11-27,215.23,14512210,214.85,216.27,214.04
2020-11-30,214.07,33064750,214.10,214.76,210.84
2020-12-01,216.21,30931320,214.51,217.32,213.35
2020-12-02,215.37,23724510,214.88,215.47,212.80
2020-12-03,214.24,25120920,214.61,216.38,213.65
2020-12-04,214.36,24666040,214.22,215.38,213.18
2020-12-07,214.29,24620000,214.37,215.54,212.99
2020-12-08,216.01,23284090,213.97,216.95,212.89
2020-12-09,211.80,32440600,215.16,215.23,211.21
2020-12-10,210.52,26467020,211.77,213.08,210.36
2020-12-11,213.26,30979440,210.05,213.32,209.11
2020-12-14,214.20,28798380,213.10,216.21,212.88
2020-12-15,214.13,27018110,215.17,215.42,212.24
2020-12-16,219.28,35023250,214.75,220.11,214.72
2020-12-17,219.42,32515780,219.87,220.89,217.92
2020-12-18,218.59,63354920,218.59,219.69,216.02
2020-12-21,222.59,37181890,217.55,224.00,217.28
2020-12-22,223.94,22643400,222.69,225.63,221.85
2020-12-23,221.02,18699640,223.11,223.56,220.80
2020-12-24,222.75,10550570,221.42,223.61,221.20
2020-12-28,224.96,17933500,224.45,226.03,223.02
2020-12-29,224.15,17403210,226.31,227.18,223.58
2020-12-30,221.68,20272340,225.23,225.63,221.47
2020-12-31,222.42,20942130,221.70,223.00,219.68
2021-01-04,217.69,37130140,222.53,223.00,214.81
2021-01-05,217.90,23822950,217.26,218.52,215.70
2021-01-06,212.25,35930650,212.17,216.49,211.94
2021-01-07,218.29,27694480,214.04,219.34,213.71
2021-01-08,219.62,22956210,218.68,220.58,217.03
2021-01-11,217.49,23047030,218.47,218.91,216.73
2021-01-12,214.93,23249340,216.50,217.10,213.32
2021-01-13,216.34,20087080,214.02,216.76,213.93
2021-01-14,213.02,29346740,215.91,217.46,212.74
2021-01-15,212.65,31746510,213.52,214.51,212.03
2021-01-19,216.44,30480860,213.75,216.98,212.63
2021-01-20,224.34,37777260,217.70,225.79,217.29
2021-01-21,224.97,30749550,224.70,226.30,222.42
2021-01-22,225.95,30172660,227.08,230.07,225.80
2021-01-25,229.53,33152100,229.12,229.78,224.22
2021-01-26,232.33,49169600,231.86,234.18,230.08
2021-01-27,232.90,69870640,238.00,240.44,230.14
2021-01-28,238.93,49111160,235.61,242.64,235.09
2021-01-29,231.96,42503140,235.99,238.02,231.35
2021-02-01,239.65,33314190,235.06,242.50,232.43
2021-02-02,239.51,25916340,241.30,242.31,238.69
2021-02-03,243.00,27158100,239.57,245.09,239.26
2021-02-04,242.01,25296100,242.66,243.24,240.37
2021-02-05,242.20,18054750,242.23,243.28,240.42
2021-02-08,242.47,22211930,243.15,243.68,240.81
2021-02-09,243.77,23564950,241.87,244.76,241.38
2021-02-10,242.82,22186710,245.00,245.92,240.89
2021-02-11,244.49,15751060,244.78,245.15,242.15
2021-02-12,244.99,16561080,243.93,245.30,242.73
2021-02-16,243.70,26728490,245.03,246.13,242.92
2021-02-17,244.20,21673110,241.32,244.31,240.94
2021-02-18,243.79,16925560,241.80,243.93,240.86
2021-02-19,240.97,25262600,243.75,243.86,240.18
2021-02-22,234.51,36446940,237.42,237.93,232.40
2021-02-23,233.27,30228700,230.33,234.83,228.73
2021-02-24,234.55,26339750,230.01,235.20,229.00
2021-02-25,228.99,39542240,232.08,234.59,227.88
2021-02-26,232.38,37819230,231.53,235.37,229.54
2021-03-01,236.94,25332840,235.90,237.47,233.15
2021-03-02,233.87,22812460,237.01,237.30,233.45
2021-03-03,227.56,34029530,232.16,233.58,227.26
2021-03-04,226.73,44727790,226.74,232.49,224.26
2021-03-05,231.60,41872770,229.52,233.27,226.46
2021-03-08,227.39,35267440,231.37,233.37,227.13
2021-03-09,233.78,33080530,232.88,235.38,231.67
2021-03-10,232.42,29746810,237.00,237.00,232.04
2021-03-11,237.13,29907590,234.96,239.17,234.31
2021-03-12,235.75,22653660,234.01,235.82,233.23
2021-03-15,234.81,26042670,234.96,235.19,231.81
2021-03-16,237.71,28092200,236.28,240.06,235.94
2021-03-17,237.04,29562100,236.15,238.55,233.23
2021-03-18,230.72,34852250,232.56,234.19,230.33
2021-03-19,230.35,46430730,231.02,232.47,229.35
2021-03-22,235.99,30127010,230.27,236.90,230.14
2021-03-23,237.58,31638380,237.49,241.05,237.07
2021-03-24,235.46,25620130,237.85,238.00,235.32
2021-03-25,232.34,34061850,235.30,236.94,231.57
2021-03-26,236.48,25479850,231.55,236.71,231.55
2021-03-29,235.24,25227460,236.59,236.80,231.88
2021-03-30,231.85,24792010,233.53,233.85,231.10
2021-03-31,235.77,43623470,232.91,239.10,232.39
2021-04-01,242.35,30337980,238.47,242.84,238.05
2021-04-05,249.07,36910610,242.76,249.96,242.70
2021-04-06,247.86,22931920,247.61,249.40,246.88
2021-04-07,249.90,22719840,247.81,250.93,247.19
2021-04-08,253.25,23625200,252.77,254.14,252.00
2021-04-09,255.85,24326830,252.87,255.99,252.44
2021-04-12,255.91,27148670,254.71,257.67,254.62
2021-04-13,258.49,23837470,257.26,259.19,256.83
2021-04-14,255.59,23070940,257.48,258.83,255.16
2021-04-15,259.50,25627480,257.93,259.93,257.73
2021-04-16,260.74,24878580,259.47,261.00,257.60
2021-04-19,258.74,23209260,260.19,261.48,257.82
2021-04-20,258.26,19722880,257.82,260.20,256.84
2021-04-21,260.58,24030380,258.94,260.68,257.25
2021-04-22,257.17,25606150,260.21,261.78,255.64
2021-04-23,261.15,21499290,257.88,261.51,257.27
2021-04-26,261.55,19763350,261.66,262.44,260.17
2021-04-27,261.97,31014210,261.59,263.19,260.12
2021-04-28,254.56,46903120,256.08,256.54,252.95
2021-04-29,252.51,40589020,255.46,256.10,249.00
2021-04-30,252.18,30945100,249.74,253.08,249.60
2021-05-03,251.86,19626570,253.40,254.35,251.12
2021-05-04,247.79,32756050,250.97,251.21,245.76
2021-05-05,246.47,21901330,249.06,249.50,245.82
2021-05-06,249.73,26491090,246.45,249.86,244.69
2021-05-07,252.46,27032910,252.15,254.30,251.17
2021-05-10,247.18,29299890,250.87,251.73,247.12
2021-05-11,246.23,33641590,244.55,246.60,242.57
2021-05-12,239.00,36684370,242.17,244.38,238.07
2021-05-13,243.03,29624300,241.80,245.60,241.42
2021-05-14,248.15,23901080,245.58,249.18,245.49
2021-05-17,245.18,24938180,246.55,246.59,243.52
2021-05-18,243.08,20167980,246.27,246.41,242.90
2021-05-19,243.12,25739810,239.31,243.23,238.60
2021-05-20,246.48,21800720,243.96,247.95,243.86
2021-05-21,245.17,21863060,247.57,248.33,244.74
2021-05-24,250.78,21411550,247.79,251.16,247.51
2021-05-25,251.72,17704300,251.77,252.75,250.82
2021-05-26,251.49,17771600,251.43,252.94,250.75
2021-05-27,249.31,24426240,251.17,251.48,249.25
2021-05-28,249.68,18274940,251.00,252.08,249.56
2021-06-01,247.40,23213310,251.23,251.29,246.96
2021-06-02,247.30,19406710,248.13,249.27,245.84
2021-06-03,245.71,25307710,245.22,246.34,243.00
2021-06-04,250.79,25281090,247.76,251.65,247.51
2021-06-07,253.81,23079170,249.98,254.09,249.81
2021-06-08,252.57,22455000,255.16,256.01,252.51
2021-06-09,253.59,17937630,253.81,255.53,253.21
2021-06-10,257.24,24563620,254.29,257.46,253.67
2021-06-11,257.89,18999730,257.99,258.49,256.61
2021-06-14,259.89,19150510,257.90,259.95,256.80
2021-06-15,258.36,18038930,259.78,259.99,257.68
2021-06-16,257.38,27219960,259.40,260.58,254.42
2021-06-17,260.90,27565540,256.07,261.75,256.01
2021-06-18,259.43,37202220,259.63,262.30,258.75
2021-06-21,262.63,26696120,259.82,263.52,257.92
2021-06-22,265.51,24694090,262.72,265.79,262.40
2021-06-23,265.28,19518680,265.99,266.83,264.43
2021-06-24,266.69,21446870,266.16,267.85,265.47
2021-06-25,265.02,25611110,266.23,267.25,264.76
2021-06-28,268.72,19590020,266.19,268.90,265.91
2021-06-29,271.40,19937810,268.87,271.65,267.98
2021-06-30,270.90,21656460,270.69,271.36,269.60
2021-07-01,271.60,16725320,269.61,271.84,269.60
2021-07-02,277.65,26474410,272.82,278.00,272.50
2021-07-06,277.66,31565560,278.03,279.37,274.30
2021-07-07,279.93,23260030,279.40,280.69,277.15
2021-07-08,277.42,24618590,276.90,278.73,274.87
2021-07-09,277.94,23916670,275.72,278.05,275.32
2021-07-12,277.32,18931700,279.16,279.77,276.58
2021-07-13,280.98,26120130,277.52,282.85,277.39
2021-07-14,282.51,23113660,282.35,283.66,280.55
2021-07-15,281.03,22604230,282.00,282.51,279.83
2021-07-16,280.75,26186850,282.07,284.10,279.46
2021-07-19,277.01,32935630,278.93,280.37,274.45
2021-07-20,279.32,26259740,278.03,280.97,276.26
2021-07-21,281.40,24364320,278.91,281.52,277.29
2021-07-22,286.14,23384060,283.84,286.42,283.42
2021-07-23,289.67,22768070,287.37,289.99,286.50
2021-07-26,289.05,23176070,289.00,289.69,286.64
2021-07-27,286.54,33604070,289.43,289.58,282.95
2021-07-28,286.22,33566850,288.99,290.15,283.83
2021-07-29,286.50,18168290,286.24,288.62,286.08
2021-07-30,284.91,20944850,285.17,286.66,283.91
2021-08-02,284.82,16267360,286.36,286.78,283.74
2021-08-03,287.12,17879050,285.42,287.23,284.00
2021-08-04,286.51,16191300,286.22,287.59,284.65
2021-08-05,289.52,13900170,286.88,289.63,286.10
2021-08-06,289.46,16589340,288.51,289.50,287.62
2021-08-09,288.33,16117630,289.75,291.55,287.81
2021-08-10,286.44,18616580,288.80,289.25,285.20
2021-08-11,286.95,13955930,287.21,288.66,285.86
2021-08-12,289.81,14570390,286.63,289.97,286.34
2021-08-13,292.85,18249050,289.48,292.90,289.30
2021-08-16,294.60,22516030,293.19,294.82,290.02
2021-08-17,293.08,20075250,292.39,293.43,291.08
2021-08-18,290.73,21812990,292.04,294.82,290.27
2021-08-19,296.77,29850460,288.69,297.47,288.64
2021-08-20,304.36,40817650,299.72,305.84,298.06
2021-08-23,304.65,22830160,303.25,305.40,301.85
2021-08-24,302.62,18175770,305.02,305.65,302.00
2021-08-25,302.01,20006060,304.30,304.59,300.42
2021-08-26,299.09,17666080,300.99,302.43,298.95
2021-08-27,299.72,22605730,298.99,300.87,296.83
2021-08-30,303.59,16348070,301.12,304.22,301.06
2021-08-31,301.88,26285340,304.42,304.50,301.50
2021-09-01,301.83,18983830,302.87,305.19,301.49
2021-09-02,301.15,16290550,302.20,303.36,300.18
2021-09-03,301.14,14751610,300.99,302.60,300.26
2021-09-07,300.18,17184080,301.01,301.09,298.20
2021-09-08,300.21,15046820,299.78,300.61,297.47
2021-09-09,297.25,19927000,300.82,302.14,297.00
2021-09-10,295.71,19633360,298.42,299.92,295.38
2021-09-13,296.99,23652950,297.55,298.54,294.08
2021-09-14,299.79,21853430,299.56,301.39,298.10
2021-09-15,304.82,28356300,303.26,305.32,301.82
2021-09-16,305.22,19550820,303.76,305.31,300.76
2021-09-17,299.87,41372460,304.17,304.50,299.53
2021-09-20,294.30,38278660,296.33,298.72,289.52
2021-09-21,294.80,22364100,295.69,297.54,294.07
2021-09-22,298.58,26626340,296.73,300.22,294.51
2021-09-23,299.56,18604600,298.85,300.90,297.53
2021-09-24,299.35,14998980,298.23,299.80,296.93
2021-09-27,294.17,23571740,296.14,296.47,292.94
2021-09-28,283.52,43186240,289.80,290.78,282.75
2021-09-29,284.00,26353700,285.10,286.77,283.01
2021-09-30,281.92,32343640,285.71,287.83,281.62
2021-10-01,289.10,30086280,282.12,289.98,281.29
2021-10-04,283.11,31350750,287.40,287.75,280.25
2021-10-05,288.76,24993020,284.05,290.40,284.05
2021-10-06,293.11,28002560,285.78,293.63,285.51
2021-10-07,294.85,20430470,295.18,296.64,293.92
2021-10-08,294.85,17685700,296.22,296.64,293.76
2021-10-11,294.23,19298630,292.92,297.97,292.75
2021-10-12,292.88,17974140,295.34,295.44,292.35
2021-10-13,296.31,23424030,294.91,297.28,293.49
2021-10-14,302.75,27262900,299.21,303.27,297.83
2021-10-15,304.21,25384800,302.34,304.45,300.52
2021-10-18,307.29,22729300,303.57,308.21,302.69
2021-10-19,308.23,17682140,308.35,309.30,307.22
2021-10-20,307.41,16537070,309.21,309.70,306.11
2021-10-21,310.76,16918100,307.17,311.02,306.36
2021-10-22,309.16,17449330,310.40,311.09,307.80
2021-10-25,308.13,17554470,309.36,309.40,306.46
2021-10-26,310.11,28107350,311.00,312.40,308.60
2021-10-27,323.17,52588690,316.00,326.10,316.00
2021-10-28,324.35,26297940,324.33,324.87,321.36
2021-10-29,331.62,34765980,324.13,332.00,323.90
2021-11-01,329.37,27073180,331.36,331.49,326.37
2021-11-02,333.13,26487110,330.31,333.45,330.00
2021-11-03,334.00,21500080,333.90,334.90,330.65
2021-11-04,336.44,23992200,332.89,336.54,329.51
2021-11-05,336.06,22570100,338.51,338.79,334.42
2021-11-08,336.99,20897000,337.30,337.65,334.44
2021-11-09,335.95,21307370,337.11,338.72,334.53
2021-11-10,330.80,25500940,334.57,334.63,329.92
2021-11-11,332.43,16849840,331.25,333.77,330.51
2021-11-12,336.72,23831050,333.92,337.23,333.79
2021-11-15,336.07,16723010,337.54,337.88,334.03
2021-11-16,339.51,20886830,335.68,340.67,335.51
2021-11-17,339.12,19053380,338.94,342.19,338.00
2021-11-18,341.27,22463530,338.18,342.45,337.12
2021-11-19,343.11,21963400,342.64,345.10,342.20
2021-11-22,339.83,31031110,344.62,349.67,339.55
2021-11-23,337.68,30427560,337.05,339.45,333.56
2021-11-24,337.91,21661310,336.28,338.16,333.91
2021-11-26,329.68,24217240,334.35,337.93,328.12
2021-11-29,336.63,28563480,334.94,339.03,334.74
2021-11-30,330.59,42885610,335.32,337.78,328.99
2021-12-01,330.08,33401150,335.13,339.28,329.39
2021-12-02,329.49,30765980,330.30,333.49,327.80
2021-12-03,323.01,41779280,331.99,332.70,318.03
2021-12-06,326.19,30032560,323.95,327.45,319.23
2021-12-07,334.92,31021940,331.64,335.80,330.10
2021-12-08,334.97,24760990,335.31,335.50,330.80
2021-12-09,333.10,22214160,334.41,336.49,332.12
2021-12-10,342.54,38095690,334.98,343.00,334.79
2021-12-13,339.40,28899430,340.68,343.79,339.08
2021-12-14,328.34,44438700,333.22,334.64,324.11
2021-12-15,334.65,35381120,328.61,335.19,324.50
2021-12-16,324.90,35034830,335.71,336.76,323.02
2021-12-17,323.80,47983710,320.88,324.92,317.25
2021-12-20,319.91,28326530,320.05,322.80,317.57
2021-12-21,327.29,24740600,323.29,327.73,319.80
2021-12-22,333.20,24831490,328.30,333.61,325.75
2021-12-23,334.69,19617850,332.75,336.39,332.73
2021-12-27,342.45,19947030,335.46,342.48,335.43
2021-12-28,341.25,15661470,343.15,343.81,340.32
2021-12-29,341.95,15041960,341.30,344.30,339.68
2021-12-30,339.32,15994470,341.91,343.13,338.82
2021-12-31,336.32,18000800,338.51,339.36,335.85
2022-01-03,334.75,28918010,335.35,338.00,329.78
2022-01-04,329.01,32674310,334.83,335.20,326.12
2022-01-05,316.38,40054330,325.86,326.07,315.98
2022-01-06,313.88,39646150,313.15,318.70,311.49
2022-01-07,314.04,32720020,314.15,316.50,310.09
2022-01-10,314.27,44289470,309.49,314.72,304.69
2022-01-11,314.98,29386770,313.38,316.61,309.89
2022-01-12,318.27,34372220,319.67,323.41,317.08
2022-01-13,304.80,45365980,320.47,320.88,304.00
2022-01-14,310.20,39846410,304.25,310.82,303.75
2022-01-18,302.65,42434110,304.07,309.80,301.74
2022-01-19,303.33,45933860,306.29,313.91,302.70
2022-01-20,301.60,35380680,309.07,311.65,301.14
2022-01-21,296.03,57984400,302.69,304.11,295.61
2022-01-24,296.37,86035390,292.20,297.11,276.05
2022-01-25,288.49,72848640,291.52,294.99,285.17
2022-01-26,296.71,90428850,307.99,308.50,293.03
2022-01-27,299.84,53481320,302.66,307.30,297.93
2022-01-28,308.26,49743700,300.23,308.48,294.45
2022-01-31,310.98,46444540,308.95,312.38,306.37
2022-02-01,308.76,40950400,310.41,310.63,305.13
2022-02-02,313.46,36635990,309.63,315.12,308.88
2022-02-03,301.25,43729970,309.49,311.23,299.96
2022-02-04,305.94,35096490,300.21,308.80,299.97
2022-02-07,300.95,28533290,306.17,307.84,299.90
2022-02-08,304.56,32421190,301.25,305.56,299.95
2022-02-09,311.21,31284670,309.87,311.93,307.39
2022-02-10,302.38,45386200,304.04,309.12,300.70
2022-02-11,295.04,39175620,303.19,304.29,294.22
2022-02-14,295.00,36359490,293.77,296.76,291.35
2022-02-15,300.47,27379490,300.01,300.80,297.02
2022-02-16,299.50,29982120,298.37,300.87,293.68
2022-02-17,290.73,32461580,296.36,296.80,290.00
2022-02-18,287.93,34264010,293.05,293.86,286.31
2022-02-22,287.72,41736120,285.00,291.54,284.50
2022-02-23,280.27,37811170,290.18,291.70,280.10
2022-02-24,294.59,56989690,272.51,295.16,271.52
2022-02-25,297.31,32546720,295.14,297.63,291.66
2022-02-28,298.79,34627460,294.31,299.14,293.00
2022-03-01,294.95,31217780,296.40,299.97,292.15
2022-03-02,300.19,31873010,295.36,301.47,293.70
2022-03-03,295.92,27314470,302.89,303.13,294.05
2022-03-04,289.86,32369660,294.29,295.66,287.17
2022-03-07,278.91,43157180,288.53,289.69,278.53
2022-03-08,275.85,48159480,277.80,283.96,270.00
2022-03-09,288.50,35204480,283.44,289.60,280.78
2022-03-10,285.59,30628010,283.02,286.60,280.58
2022-03-11,280.07,27209330,287.96,289.51,279.43
2022-03-14,276.44,30660750,280.34,285.40,275.82
2022-03-15,287.15,34245090,280.35,287.82,278.73
2022-03-16,294.39,37826330,289.11,294.57,283.20
2022-03-17,295.22,30816630,293.29,295.61,289.37
2022-03-18,300.43,43390630,295.37,301.00,292.73
2022-03-21,299.16,28351250,298.89,300.14,294.90
2022-03-22,304.06,27599690,299.80,305.00,298.77
2022-03-23,299.49,25715380,300.51,303.23,297.72
2022-03-24,304.10,24484460,299.14,304.20,298.32
2022-03-25,303.68,22566450,305.23,305.50,299.29
2022-03-28,310.70,29578190,304.33,310.80,304.33
2022-03-29,315.41,30393400,313.91,315.82,309.05
2022-03-30,313.86,28163560,313.76,315.95,311.58
2022-03-31,308.31,33422070,313.90,315.14,307.89
2022-04-01,309.42,27110530,309.37,310.13,305.54
2022-04-04,314.97,24335870,310.09,315.11,309.71
2022-04-05,310.88,23156720,313.27,314.87,309.87
2022-04-06,299.50,40110370,305.19,307.00,296.71
2022-04-07,301.37,31411160,296.66,303.65,296.35
2022-04-08,296.97,24361920,300.44,301.12,296.28
2022-04-11,285.26,34569260,291.79,292.61,285.00
2022-04-12,282.06,30966720,289.24,290.74,280.49
2022-04-13,287.62,21907180,282.73,288.58,281.30
2022-04-14,279.83,28221610,288.09,288.31,279.32
2022-04-18,280.52,20778000,278.91,282.46,278.34
2022-04-19,285.30,22297720,279.38,286.17,278.41
2022-04-20,286.36,22906670,289.40,289.70,285.37
2022-04-21,280.81,29454590,288.58,293.30,280.06
2022-04-22,274.03,29405800,281.68,283.20,273.38
2022-04-25,280.72,35678850,273.29,281.11,270.77
2022-04-26,270.22,46518450,277.50,278.36,270.00
2022-04-27,283.22,63477690,282.10,290.97,279.16
2022-04-28,289.63,33646570,285.19,290.98,281.46
2022-04-29,277.52,37073920,288.61,289.88,276.50
2022-05-02,284.47,35151110,277.71,284.94,276.22
2022-05-03,281.78,25978610,283.96,284.13,280.15
2022-05-04,289.98,33599320,282.59,290.88,276.73
2022-05-05,277.35,43260390,285.54,286.35,274.34
2022-05-06,274.73,37780320,274.81,279.25,271.27
2022-05-09,264.58,47725950,270.06,272.36,263.32
2022-05-10,269.50,39336420,271.69,273.75,265.07
2022-05-11,260.55,48975900,265.68,271.36,259.30
2022-05-12,255.35,51033800,257.69,259.88,250.02
2022-05-13,261.12,34925090,257.35,263.04,255.35
2022-05-16,261.50,32550930,259.96,265.82,255.78
2022-05-17,266.82,28828800,266.11,268.33,262.46
2022-05-18,254.08,31355990,263.00,263.60,252.77
2022-05-19,253.14,32692290,253.90,257.67,251.88
2022-05-20,252.56,39199280,257.24,258.54,246.44
2022-05-23,260.65,33175380,255.49,261.50,253.43
2022-05-24,259.62,29043900,257.89,261.33,253.50
2022-05-25,262.52,28547950,258.14,264.58,257.13
2022-05-26,265.90,25002110,262.27,267.11,261.43
2022-05-27,273.24,26910810,268.48,273.34,267.56
2022-05-31,271.87,37827700,272.53,274.77,268.93
2022-06-01,272.42,25292170,275.20,277.69,270.04
2022-06-02,274.58,44008210,264.45,274.65,261.60
2022-06-03,270.02,28058960,270.31,273.45,268.41
2022-06-06,268.75,22400340,272.06,274.18,267.22
2022-06-07,272.50,22860680,266.64,273.13,265.94
2022-06-08,270.41,17372340,271.71,273.00,269.61
2022-06-09,264.79,26439730,267.78,272.71,264.63
2022-06-10,252.99,31445840,260.58,260.58,252.53
2022-06-13,242.26,46135790,245.11,249.02,241.53
2022-06-14,244.49,28651490,243.86,245.74,241.51
2022-06-15,251.76,33111730,248.31,255.30,246.42
2022-06-16,244.97,33169160,245.98,247.42,243.02
2022-06-17,247.65,43084780,244.70,250.50,244.03
2022-06-21,253.74,29928300,250.26,254.75,249.51
2022-06-22,253.13,25961220,251.89,257.17,250.37
2022-06-23,258.86,25861450,255.57,259.37,253.63
2022-06-24,267.70,33923230,261.81,267.98,261.72
2022-06-27,264.89,24615110,268.21,268.30,263.28
2022-06-28,256.48,27380250,263.98,266.91,256.32
2022-06-29,260.26,20069840,257.59,261.97,255.76
2022-06-30,256.83,31730870,257.05,259.53,252.90
2022-07-01,259.58,22837690,256.39,259.77,254.61
2022-07-05,262.85,22971630,256.16,262.98,254.74
2022-07-06,266.21,23824420,263.75,267.99,262.40
2022-07-07,268.40,20859870,265.12,269.06,265.02
2022-07-08,267.66,19658750,264.79,268.10,263.29
2022-07-11,264.51,19519110,265.65,266.53,262.18
2022-07-12,253.67,35868450,265.88,265.94,252.04
2022-07-13,252.72,29497420,250.19,253.55,248.11
2022-07-14,254.08,25102820,250.57,255.14,245.94
2022-07-15,256.72,29774050,255.72,260.37,254.77
2022-07-18,254.25,20975030,259.75,260.84,253.30
2022-07-19,259.53,25012560,257.58,259.72,253.68
2022-07-20,262.27,22788280,259.90,264.87,258.91
2022-07-21,264.84,22404680,259.79,264.89,257.03
2022-07-22,260.36,21881290,265.24,265.33,259.07
2022-07-25,258.83,21056000,261.00,261.50,256.81
2022-07-26,251.90,39347960,259.86,259.88,249.57
2022-07-27,268.74,45994050,261.16,270.05,258.85
2022-07-28,276.41,33459330,269.75,277.84,267.87
2022-07-29,280.74,32152750,277.70,282.00,276.63
2022-08-01,278.01,21539580,277.82,281.28,275.84
2022-08-02,274.82,22754180,276.00,277.89,272.38
2022-08-03,282.47,23518870,276.76,283.50,276.61
2022-08-04,283.65,18098670,281.80,283.80,280.17
2022-08-05,282.91,16774610,279.15,283.65,278.68
2022-08-08,280.32,18757820,284.05,285.92,279.32
2022-08-09,282.30,23405240,279.64,283.08,277.61
2022-08-10,289.16,24687850,288.17,289.81,286.94
2022-08-11,287.02,20065940,290.85,291.21,286.51
2022-08-12,291.91,22619680,288.48,291.91,286.94
2022-08-15,293.47,18085650,291.00,294.18,290.11
2022-08-16,292.71,18102880,291.99,294.04,290.42
2022-08-17,291.32,18253360,289.74,293.35,289.47
2022-08-18,290.17,17186190,290.19,291.91,289.08
2022-08-19,286.15,20570030,288.90,289.25,285.56
2022-08-22,277.75,25061070,282.08,282.46,277.22
2022-08-23,276.44,17527410,276.44,278.86,275.40
2022-08-24,275.79,18137020,275.41,277.23,275.11
2022-08-25,278.85,16583410,277.33,279.02,274.52
2022-08-26,268.09,27549310,279.08,280.34,267.98
2022-08-29,265.23,20338540,265.85,267.40,263.85
2022-08-30,262.97,22767070,266.67,267.05,260.66
2022-08-31,261.47,24791830,265.39,267.11,261.33
2022-09-01,260.40,23263430,258.87,260.89,255.41
2022-09-02,256.06,22855380,261.70,264.74,254.47
2022-09-06,253.25,21328240,256.20,257.83,251.94
2022-09-07,258.09,24126700,254.70,258.83,253.22
2022-09-08,258.52,20319910,257.51,260.43,254.79
2022-09-09,264.46,22093190,260.50,265.23,260.29
2022-09-12,266.65,18747690,265.78,267.45,265.16
2022-09-13,251.99,33353320,258.84,260.40,251.59
2022-09-14,252.22,23912950,253.53,254.23,249.86
2022-09-15,245.38,31530950,249.77,251.40,244.02
2022-09-16,244.74,39791770,244.26,245.30,242.06
2022-09-19,244.52,26826930,242.47,245.14,240.85
2022-09-20,242.45,26660300,242.07,243.51,239.64
2022-09-21,238.95,28625560,244.27,247.66,238.90
2022-09-22,240.98,31061160,237.87,243.86,237.57
2022-09-23,237.92,34176050,239.54,241.13,235.20
2022-09-26,237.45,27694190,237.05,241.45,236.90
2022-09-27,236.41,27018730,239.98,241.80,234.50
2022-09-28,241.07,29029680,236.81,242.33,234.73
2022-09-29,237.50,27484230,238.89,239.95,234.41
2022-09-30,232.90,35694830,238.29,240.54,232.73
2022-10-03,240.74,28880360,235.41,241.61,234.66
2022-10-04,248.88,34888420,245.09,250.36,244.98
