tradedate,close,volume,open,high,low
2022-10-05,249.20,20347140,245.99,250.58,244.10
2022-10-06,246.79,20239890,247.93,250.34,246.08
2022-10-07,234.24,37769600,240.90,241.32,233.17
2022-10-10,229.25,29743610,233.05,234.56,226.73
2022-10-11,225.41,30473950,227.62,229.06,224.11
2022-10-12,225.75,21903940,225.40,227.86,223.96
2022-10-13,234.24,42551820,219.85,236.10,219.13
2022-10-14,228.56,30198590,235.54,237.24,228.34
2022-10-17,237.53,28142270,235.82,238.96,235.14
2022-10-18,238.50,26329590,243.24,243.93,235.37
2022-10-19,236.48,19985700,237.04,239.61,234.29
2022-10-20,236.15,21811020,235.77,241.31,234.87
2022-10-21,242.12,26299730,234.74,243.00,234.50
2022-10-24,247.25,24911210,243.76,247.84,241.30
2022-10-25,250.66,34775510,247.26,251.04,245.83
2022-10-26,231.32,82684850,231.17,238.30,230.06
2022-10-27,226.75,40424650,231.04,233.69,225.78
2022-10-28,235.87,40647720,226.24,236.60,226.05
2022-10-31,232.13,28357270,233.76,234.92,231.15
2022-11-01,228.17,30592270,234.60,235.74,227.33
2022-11-02,220.10,38407010,229.46,231.30,220.04
2022-11-03,214.25,36633920,220.09,220.41,213.98
2022-11-04,221.39,36789060,217.55,221.59,213.43
2022-11-07,227.87,33497980,221.99,228.41,221.28
2022-11-08,228.87,28192550,228.70,231.65,225.84
2022-11-09,224.51,27852910,227.37,228.63,224.33
2022-11-10,242.98,46268020,235.43,243.33,235.00
2022-11-11,247.11,34620250,242.99,247.99,241.93
2022-11-14,241.55,31123340,241.99,243.91,239.21
2022-11-15,241.97,31390120,245.66,247.00,240.03
2022-11-16,241.73,24093270,242.79,243.80,240.42
2022-11-17,241.68,23123540,237.78,243.25,237.63
2022-11-18,241.22,27613520,243.51,243.74,239.03
2022-11-21,242.05,26394700,241.43,244.67,241.19
2022-11-22,245.03,19665700,243.59,245.31,240.71
2022-11-23,247.58,19508460,245.11,248.28,244.27
2022-11-25,247.49,9200772,247.31,248.70,246.73
2022-11-28,241.76,24810270,246.08,246.65,240.80
2022-11-29,240.33,17956310,241.40,242.79,238.21
2022-11-30,255.14,47594240,240.57,255.33,239.86
2022-12-01,254.69,26041520,253.87,256.12,250.92
2022-12-02,255.02,21528520,249.82,256.06,249.69
2022-12-05,250.20,23435290,252.01,253.82,248.06
2022-12-06,245.12,22463730,250.82,251.86,243.78
2022-12-07,244.37,20481520,244.83,246.16,242.21
2022-12-08,247.40,22611760,244.84,248.74,243.06
2022-12-09,245.42,20609740,244.70,248.31,244.16
2022-12-12,252.51,30665070,247.45,252.54,247.17
2022-12-13,256.92,42196880,261.69,263.92,253.07
2022-12-14,257.22,35410930,257.13,262.59,254.31
2022-12-15,249.01,35568090,253.72,254.20,247.34
2022-12-16,244.69,86101990,248.55,249.84,243.51
2022-12-19,240.45,29696440,244.86,245.21,238.71
2022-12-20,241.80,25150800,239.40,242.91,238.42
2022-12-21,244.43,23690610,241.69,245.62,240.11
2022-12-22,238.19,28651660,241.26,241.99,233.87
2022-12-23,238.73,21206980,236.11,238.87,233.94
2022-12-27,236.96,16688650,238.70,238.93,235.83
2022-12-28,234.53,17457100,236.89,239.72,234.17
2022-12-29,241.01,19770690,235.65,241.92,235.65
2022-12-30,239.82,21938470,238.21,239.96,236.66
2023-01-03,239.58,25740040,243.08,245.75,237.40
2023-01-04,229.10,50623390,232.28,232.87,225.96
2023-01-05,222.31,39585620,227.20,227.55,221.76
2023-01-06,224.93,43613570,223.00,225.76,219.35
2023-01-09,227.12,27369780,226.45,231.24,226.41
2023-01-10,228.85,27033880,227.76,231.31,227.33
2023-01-11,235.77,28669330,231.29,235.95,231.11
2023-01-12,238.51,27269490,235.26,239.90,233.56
2023-01-13,239.23,21333270,237.00,239.37,234.92
2023-01-17,240.35,29831260,237.97,240.91,237.09
2023-01-18,235.81,30028690,241.57,242.38,235.52
2023-01-19,231.93,28623030,233.78,235.52,230.68
2023-01-20,240.22,35389810,234.86,240.74,234.51
2023-01-23,242.58,31933950,241.10,245.17,239.65
2023-01-24,242.04,40234440,242.50,243.95,240.44
2023-01-25,240.61,66526640,234.48,243.30,230.90
2023-01-26,248.00,33454490,243.65,248.31,242.00
2023-01-27,248.16,26498940,248.99,249.83,246.83
2023-01-30,242.71,25867370,244.51,245.60,242.20
2023-01-31,247.81,26541070,243.45,247.95,242.95
2023-02-01,252.75,31259910,248.00,255.18,245.47
2023-02-02,264.60,39940440,258.82,264.69,257.25
2023-02-03,258.35,29077260,259.54,264.20,257.10
2023-02-06,256.77,22518000,257.44,258.30,254.78
2023-02-07,267.56,50841370,260.53,268.78,260.08
2023-02-08,266.73,54686050,273.20,276.76,266.21
2023-02-09,263.62,42375100,273.80,273.98,262.80
2023-02-10,263.10,25818490,261.53,264.09,260.66
2023-02-13,271.32,44630920,267.64,274.60,267.15
2023-02-14,272.17,37047920,272.67,274.97,269.28
2023-02-15,269.32,28962160,268.32,270.73,266.18
2023-02-16,262.15,29603620,264.02,266.74,261.90
2023-02-17,258.06,30000060,259.39,260.09,256.00
2023-02-21,252.67,28397440,254.48,255.49,251.59
2023-02-22,251.51,22491060,254.09,254.34,250.34
2023-02-23,254.77,29219100,255.56,256.84,250.48
2023-02-24,249.22,24990910,249.96,251.00,248.10
2023-02-27,250.16,21190040,252.46,252.82,249.39
2023-02-28,249.42,22490950,249.07,251.49,248.73
2023-03-01,246.27,27565260,250.76,250.93,245.79
2023-03-02,251.11,24833650,246.55,251.40,245.61
2023-03-03,255.29,30760140,252.19,255.62,251.39
2023-03-06,256.87,24109850,256.43,260.12,255.98
2023-03-07,254.15,21473180,256.30,257.69,253.39
2023-03-08,253.70,17340220,254.04,254.54,250.81
2023-03-09,252.32,26653390,255.82,259.56,251.58
2023-03-10,248.59,28333930,251.08,252.79,247.60
2023-03-13,253.92,33339720,247.40,257.91,245.73
2023-03-14,260.79,33620290,256.75,261.07,255.86
2023-03-15,265.44,46028050,259.98,266.48,259.21
2023-03-16,276.20,54832140,265.21,276.56,263.28
2023-03-17,279.43,69527370,278.26,283.33,276.32
2023-03-20,272.23,43466650,276.98,277.48,269.85
2023-03-21,273.78,34558700,274.88,275.00,269.52
2023-03-22,272.29,34873330,273.40,281.04,272.18
2023-03-23,277.66,36610880,277.94,281.06,275.20
2023-03-24,280.57,28199960,277.24,280.63,275.28
2023-03-27,276.38,26840210,280.50,281.46,275.52
2023-03-28,275.23,21878650,275.79,276.14,272.05
2023-03-29,280.51,25087030,278.96,281.14,278.41
2023-03-30,284.05,25053410,284.23,284.46,281.48
2023-03-31,288.30,32765980,283.73,289.27,283.00
2023-04-03,287.23,24883340,286.52,288.27,283.95
2023-04-04,287.18,25824300,287.23,290.45,285.67
2023-04-05,284.34,22064770,285.85,287.15,282.92
2023-04-06,291.60,29770330,283.21,292.08,282.03
2023-04-10,289.39,23102990,289.21,289.60,284.71
2023-04-11,282.83,27276590,285.75,285.98,281.64
2023-04-12,283.49,27403430,284.79,287.01,281.96
2023-04-13,289.84,24222680,283.59,289.90,283.17
2023-04-14,286.14,20987920,287.00,288.48,283.69
2023-04-17,288.80,23836220,289.93,291.60,286.16
2023-04-18,288.37,20161850,291.57,291.76,287.01
2023-04-19,288.45,17150270,285.99,289.05,284.54
2023-04-20,286.11,23244360,285.25,289.03,285.08
2023-04-21,285.76,21676390,285.01,286.27,283.06
2023-04-24,281.77,26611010,282.09,284.95,278.72
2023-04-25,275.42,45772240,279.51,281.60,275.37
2023-04-26,295.37,64599180,296.70,299.57,292.73
2023-04-27,304.83,46462640,295.97,305.20,295.25
2023-04-28,307.26,36469610,304.01,308.93,303.31
2023-05-01,305.56,21294120,306.97,308.60,305.15
2023-05-02,305.41,26404430,307.76,309.18,303.91
2023-05-03,304.40,22360750,306.62,308.61,304.09
2023-05-04,305.41,22519910,306.24,307.76,303.40
2023-05-05,310.65,28197050,305.72,311.97,304.27
2023-05-08,308.65,21318610,310.13,310.20,306.09
2023-05-09,307.00,21340830,308.00,310.04,306.31
2023-05-10,312.31,30078040,308.62,313.00,307.67
2023-05-11,310.11,31680180,310.10,311.12,306.26
2023-05-12,308.97,19774700,310.55,310.65,306.60
2023-05-15,309.46,16336550,309.10,309.91,307.59
2023-05-16,311.74,26730350,309.83,313.71,309.83
2023-05-17,314.00,24315010,312.29,314.43,310.74
2023-05-18,318.52,27275990,314.53,319.04,313.72
2023-05-19,318.34,27546700,316.74,318.75,316.37
2023-05-22,321.18,24115660,318.60,322.59,318.01
2023-05-23,315.26,30797170,320.03,322.72,315.25
2023-05-24,313.85,23384890,314.73,316.50,312.61
2023-05-25,325.92,43301740,323.24,326.90,320.00
2023-05-26,332.89,36630630,324.02,333.40,323.88
2023-05-30,331.21,29503070,335.23,335.74,330.52
2023-05-31,328.39,45950550,332.29,335.94,327.33
2023-06-01,332.58,26773850,325.93,333.53,324.72
2023-06-02,335.40,25873770,334.25,337.50,332.55
2023-06-05,335.94,21307050,335.22,338.56,334.66
2023-06-06,333.68,20396220,335.33,335.37,332.17
2023-06-07,323.38,40717130,331.65,334.49,322.50
2023-06-08,325.26,23277710,323.94,326.64,323.35
2023-06-09,326.79,22528950,324.99,329.99,324.41
2023-06-12,331.85,24306750,328.58,332.10,325.16
2023-06-13,334.29,22951280,334.47,336.98,330.39
2023-06-14,337.34,26003790,334.34,339.04,332.81
2023-06-15,348.10,38899080,337.48,349.84,337.20
2023-06-16,342.33,46551990,351.32,351.47,341.95
2023-06-20,338.05,26375410,339.31,342.08,335.86
2023-06-21,333.56,25117800,336.37,337.73,332.07
2023-06-22,339.71,23556760,334.12,340.12,333.34
2023-06-23,335.02,23146900,334.36,337.96,333.45
2023-06-26,328.60,21520580,333.72,336.11,328.49
2023-06-27,334.57,24354110,331.86,336.15,329.30
2023-06-28,335.85,20259520,334.66,337.98,333.81
2023-06-29,335.05,16997040,334.71,336.11,332.62
2023-06-30,340.54,26832760,337.75,342.73,337.20
2023-07-03,337.99,12484240,339.19,340.90,336.57
2023-07-05,338.15,18172380,335.09,341.65,334.73
2023-07-06,341.27,28195530,337.30,342.99,335.50
2023-07-07,337.22,21214820,339.32,341.79,337.00
2023-07-10,331.83,32791450,334.60,335.23,327.59
2023-07-11,332.47,26698220,331.06,332.86,327.00
2023-07-12,337.20,29995260,336.60,341.65,335.67
2023-07-13,342.66,20567160,339.56,343.74,339.02
2023-07-14,345.24,28352730,347.59,351.43,344.31
2023-07-17,345.73,20363930,345.68,346.99,342.20
2023-07-18,359.49,64872710,345.83,366.78,342.17
2023-07-19,355.08,39732900,361.75,362.46,352.44
2023-07-20,346.87,33778400,353.57,357.97,345.37
2023-07-21,343.77,69405380,349.15,350.30,339.83
2023-07-24,345.11,26719210,345.85,346.92,342.31
2023-07-25,350.98,41637740,347.11,351.89,345.07
2023-07-26,337.77,58383700,341.44,344.67,333.11
2023-07-27,330.72,39635260,340.48,341.33,329.05
2023-07-28,338.37,28484870,333.67,340.01,333.17
2023-07-31,335.92,25446020,336.92,337.70,333.36
2023-08-01,336.34,18381250,335.19,338.54,333.70
2023-08-02,327.50,27761260,333.63,333.63,326.36
2023-08-03,326.66,18360350,326.00,329.88,325.95
2023-08-04,327.78,23741480,331.88,335.14,327.24
2023-08-07,330.11,17741530,328.37,331.11,327.52
2023-08-08,326.05,22327570,326.96,328.75,323.00
2023-08-09,322.23,22373270,326.47,327.11,321.05
2023-08-10,322.93,20113730,326.02,328.26,321.18
2023-08-11,321.01,24355490,320.26,322.41,319.21
2023-08-14,324.04,18836140,321.39,324.06,320.08
2023-08-15,321.86,16966290,323.00,325.09,320.90
2023-08-16,320.40,20698860,320.80,324.42,319.80
2023-08-17,316.88,21257160,320.54,321.87,316.21
2023-08-18,316.48,24755010,314.49,318.38,311.55
2023-08-21,321.88,24039960,317.93,322.77,317.04
2023-08-22,322.46,16102020,325.50,326.08,321.46
2023-08-23,327.00,21166380,323.82,329.20,323.46
2023-08-24,319.97,23281430,332.85,332.98,319.96
2023-08-25,322.98,21684100,321.47,325.36,318.80
2023-08-28,323.70,14808480,325.66,326.15,321.72
2023-08-29,328.41,19284590,321.88,328.98,321.88
